claim,source_url,source_domain,article_title,risk_score,risk_category,has_factcheck,factcheck_rating,factcheck_source,source_type,checked_at
"After seven episodes, Cape Fear has finally decided what type of show it wants to be and I’m 100% on board",https://www.ign.com/articles/cape-fear-episode-7-recap-and-review-mongrel,ign.com,Cape Fear Episode 7 Review: &quot;Mongrel&quot; Review and Recap,0.1,LOW,False,,,unknown,2026-07-10T09:37:31.726841
"Kosten: mindestens 1,2 Millionen Euro in zwei Jahren",https://correctiv.org/aktuelles/politik-2/2026/07/08/wirtschaftsministerin-reiche-will-erneut-millionen-auftrag-an-externe-berater-vergeben-kritik-kommt-aus-dem-eigenen-haus/,correctiv.org,Reiche will erneut Millionen-Auftrag an externe Berater vergeben,0,LOW,False,,,factcheck,2026-07-10T09:37:43.398074
"Kosten für die ersten zwei Jahre: mindestens 1,2 Millionen Euro Dabei sollen die Berater neben einer kurzfristigen mündlichen „ad-hoc-Beratung“ vor allem „wissenschaftliche Kurzgutachten“ liefern",https://correctiv.org/aktuelles/politik-2/2026/07/08/wirtschaftsministerin-reiche-will-erneut-millionen-auftrag-an-externe-berater-vergeben-kritik-kommt-aus-dem-eigenen-haus/,correctiv.org,Reiche will erneut Millionen-Auftrag an externe Berater vergeben,0.1,LOW,False,,,factcheck,2026-07-10T09:37:43.595251
"Doch setzt man branchenübliche Stundensätze an, wie der Spiegel zuletzt, kommt man – bei vorsichtigen Schätzungen von rund 180 Euro pro Stunde – auf mindestens 1,2 Millionen Euro",https://correctiv.org/aktuelles/politik-2/2026/07/08/wirtschaftsministerin-reiche-will-erneut-millionen-auftrag-an-externe-berater-vergeben-kritik-kommt-aus-dem-eigenen-haus/,correctiv.org,Reiche will erneut Millionen-Auftrag an externe Berater vergeben,0,LOW,False,,,factcheck,2026-07-10T09:37:43.793722
"CORRECTIV stellt alle 14 Mitglieder vor: ihre Positionen, ihre Verbindungen – und wer künftig in der Partei den Ton angibt",https://correctiv.org/aktuelles/afd/2026/07/08/afd-vorstand-voelkisch-parteitag-erfurt/,correctiv.org,AfD: So völkisch ist der neue Bundesvorstand,0.1,LOW,False,,,factcheck,2026-07-10T09:37:45.375277
"Es darf keine öffentlichen Gelder für Hetze, Rassismus und Hassrede geben“, sagte der Fraktionsvorsitzende der Linken im EU-Parlament, Martin Schirdewan",https://correctiv.org/aktuelles/afd/2026/07/07/eu-parlament-bringt-verbotsverfahren-von-afd-europapartei-esn-auf-den-weg/,correctiv.org,EU-Parlament stimmt für Prüfverfahren der AfD-Parteienfamilie,0.1,LOW,False,,,factcheck,2026-07-10T09:37:46.659679
"Ehemalige Europol-Mitarbeiter beschreiben das System als „Schatten-IT-Umgebung“, die parallel zu den offiziellen Systemen der Strafverfolgungsbehörde genutzt wurde – allerdings ohne die rechtlich notwendigen Sicherheits- und Datenschutzvorkehrungen",https://correctiv.org/aktuelles/europa-aktuelles/2026/07/07/europol-correctiv-recherche-reaktion-beschwerde-eugh/,correctiv.org,Beschwerde gegen Europol nach CORRECTIV-Recherche,0.1,LOW,False,,,factcheck,2026-07-10T09:37:47.759731
[DEBUNKED] Ampel vor Berliner Club „Wilde Renate“ nicht wegen Juni-Hitze geschmolzen,https://correctiv.org/faktencheck/2026/07/06/ampel-vor-berliner-club-wilde-renate-nicht-wegen-juni-hitze-geschmolzen/,correctiv.org,Ampel vor Berliner Club „Wilde Renate“ nicht wegen Juni-Hitze geschmolzen,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-07-10T09:37:48.774303
"Die AfD hat offiziell zwar eine andere Definition für diesen völkischen Kampfbegriff, allerdings stehen viele AfDler Sellner und dessen Konzept nahe",https://correctiv.org/aktuelles/afd/2026/07/03/helferich-urteil-gewinn-fuer-das-voelkische-lager-der-afd-in-nrw/,correctiv.org,Schiedsgericht-Urteil: Gewinn für das völkische Lager der AfD,0.1,LOW,False,,,factcheck,2026-07-10T09:37:50.015170
"&nbsp; „Alle Geschütze werden aufgefahren“, bestätigt ein hochrangiger Mitarbeiter eines deutschen Chemiekonzerns gegenüber CORRECTIV",https://correctiv.org/aktuelles/lobbyismus/2026/07/06/emissonshandel-chemie-lobby-attackiert-klimaschutz/,correctiv.org,Emmissonshandel: Chemie-Lobby attackiert Klimaschutz,0.1,LOW,False,,,factcheck,2026-07-10T09:37:51.266082
CORRECTIV wird zu 65 Prozent aus privaten Spenden getragen,https://correctiv.org/in-eigener-sache/2026/07/03/gemeinwohlorientierter-journalismus-unter-druck-correctiv-startet-veraenderungsprozess/,correctiv.org,Gemeinwohlorientierter Journalismus unter Druck: CORRECTIV startet Veränderungsprozess - correctiv.o,0,LOW,False,,,factcheck,2026-07-10T09:37:52.495488
"Am Donnerstag, den zweiten Juli, verkündete Bundeskanzler Friedrich Merz, dass alle 33 Vorschläge der Rentenkommission umgesetzt werden sollen",https://correctiv.org/aktuelles/klimawandel/2026/07/02/reform-der-rente-mehr-geld-fuer-klimaschaedliche-industrien/,correctiv.org,Reform der Rente: Mehr Geld für klimaschädliche Industrien - correctiv.org,0.1,LOW,False,,,factcheck,2026-07-10T09:37:53.710995
"Es soll besonders Menschen zugutekommen, die noch keine Erfahrungen mit dem Aktienmarkt haben",https://correctiv.org/aktuelles/klimawandel/2026/07/02/reform-der-rente-mehr-geld-fuer-klimaschaedliche-industrien/,correctiv.org,Reform der Rente: Mehr Geld für klimaschädliche Industrien - correctiv.org,0.1,LOW,False,,,factcheck,2026-07-10T09:37:53.909625
Darin sind ebenfalls keine klimafreundlichen Anlagekriterien erwähnt,https://correctiv.org/aktuelles/klimawandel/2026/07/02/reform-der-rente-mehr-geld-fuer-klimaschaedliche-industrien/,correctiv.org,Reform der Rente: Mehr Geld für klimaschädliche Industrien - correctiv.org,0.1,LOW,False,,,factcheck,2026-07-10T09:37:54.105098
"000 Stimmen, die aktuelle Stimmung in der Bevölkerung ist laut Umfragen aber gespalten",https://correctiv.org/aktuelles/denkanstoss/2026/07/02/spanien-und-migration-einfach-mal-machen/,correctiv.org,Spanien und Migration? Einfach mal machen!,0,LOW,False,,,factcheck,2026-07-10T09:37:55.213789
"CORRECTIV analysiert ideologische Gräben: Wo sind Bruchlinien, worüber zerstreitet sich die Partei immer wieder",https://correctiv.org/aktuelles/neue-rechte/2026/07/02/die-ideologischen-brueche-in-der-afd/,correctiv.org,Die Karte: Über diese Brüche streitet die AfD,0.1,LOW,False,,,factcheck,2026-07-10T09:37:56.594092
"Juli 2026 In der AfD gibt es viele, oft konträre Positionen, die immer wieder für Streit sorgen",https://correctiv.org/aktuelles/neue-rechte/2026/07/02/die-ideologischen-brueche-in-der-afd/,correctiv.org,Die Karte: Über diese Brüche streitet die AfD,0.1,LOW,False,,,factcheck,2026-07-10T09:37:56.792017
"CORRECTIV nimmt den Parteitag zum Anlass, die ideologische Landkarte der AfD zu analysieren: Wo sind Bruchlinien, worüber zerstreitet sich die Partei immer wieder",https://correctiv.org/aktuelles/neue-rechte/2026/07/02/die-ideologischen-brueche-in-der-afd/,correctiv.org,Die Karte: Über diese Brüche streitet die AfD,0.1,LOW,False,,,factcheck,2026-07-10T09:37:56.992033
[DEBUNKED] Die Propaganda-KI der AfD - correctiv.org,https://correctiv.org/aktuelles/geschaefte-der-afd/2026/07/02/die-propaganda-ki-der-afd/,correctiv.org,Die Propaganda-KI der AfD - correctiv.org,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-07-10T09:37:58.203545
Offizielle Erklärung: Die Gäste müssten die Baderegeln verstehen können,https://correctiv.org/aktuelles/gesellschaft-2/2026/07/01/hitzkoepfe-und-populismus-das-freibad-als-politikum/,correctiv.org,Hitzköpfe und Populismus: Das Freibad als Politikum,0,LOW,False,,,factcheck,2026-07-10T09:37:59.415997
"Übergriffe und reißerische Berichte: Das Schwimmbad ist noch politischer geworden Dass es in Frei- und Strandbädern immer wieder zu Übergriffen und Streit kommt, ist unstrittig",https://correctiv.org/aktuelles/gesellschaft-2/2026/07/01/hitzkoepfe-und-populismus-das-freibad-als-politikum/,correctiv.org,Hitzköpfe und Populismus: Das Freibad als Politikum,0.1,LOW,False,,,factcheck,2026-07-10T09:37:59.613907
"Die Frage ist aber: Wird es wirklich immer schlimmer, wie die reißerische Berichterstattung suggeriert",https://correctiv.org/aktuelles/gesellschaft-2/2026/07/01/hitzkoepfe-und-populismus-das-freibad-als-politikum/,correctiv.org,Hitzköpfe und Populismus: Das Freibad als Politikum,0.1,LOW,False,,,factcheck,2026-07-10T09:37:59.811189
"Im Jahr 2009 hatte Audi angekündigt, für 90 Millionen Euro eine Beteiligung von 8,3 Prozent am FC Bayern erwerben zu wollen",https://correctiv.org/aktuelles/wirtschaft/2026/07/01/vw-prueft-verkauf-von-bayern-und-vfb-stuttgart/,correctiv.org,VW prüft Verkauf von Beteiligung an Bayern München und VfB Stuttgart - correctiv.org,0,LOW,False,,,factcheck,2026-07-10T09:38:01.029281
"Beteiligt sind auch die Allianz und Adidas, die ebenfalls je 8,3 Prozent kontrollieren",https://correctiv.org/aktuelles/wirtschaft/2026/07/01/vw-prueft-verkauf-von-bayern-und-vfb-stuttgart/,correctiv.org,VW prüft Verkauf von Beteiligung an Bayern München und VfB Stuttgart - correctiv.org,0,LOW,False,,,factcheck,2026-07-10T09:38:01.250977
"Der Sportwagenhersteller Porsche war erst im Jahr 2023 beim VfB Stuttgart mit 10,4 Prozent eingestiegen, die Kosten dafür lagen laut den Kreisen bei rund 45 Millionen Euro",https://correctiv.org/aktuelles/wirtschaft/2026/07/01/vw-prueft-verkauf-von-bayern-und-vfb-stuttgart/,correctiv.org,VW prüft Verkauf von Beteiligung an Bayern München und VfB Stuttgart - correctiv.org,0,LOW,False,,,factcheck,2026-07-10T09:38:01.447458
[DEBUNKED] Die Mimikama-Stempel,https://www.mimikama.org/mimikama-stempel/,www.mimikama.org,Die Mimikama-Stempel,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:01.681077
[DEBUNKED] Grooming-Gangs: 250.000 Opfer? Falsche Zahl in Großbritannien!,https://www.mimikama.org/250-000-opfer-zahl-zu-grooming-gangs-in-grossbritannien-nicht-belegt/,www.mimikama.org,Grooming-Gangs: 250.000 Opfer? Falsche Zahl in Großbritannien!,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:01.904612
[DEBUNKED] Achtung auf Facebook: So erkennst du die manipulativen Videos!,https://www.mimikama.org/du-bist-auf-facebook-unterwegs/,www.mimikama.org,Achtung auf Facebook: So erkennst du die manipulativen Videos!,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:02.145742
[DEBUNKED] Facebook belohnt Unsinn – Warum die Nutzer darauf hereinfallen,https://www.mimikama.org/warum-facebook-so-viel-unsinn-belohnt/,www.mimikama.org,Facebook belohnt Unsinn – Warum die Nutzer darauf hereinfallen,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:02.381720
"[DEBUNKED] Fake-Jobangebote von Adidas, Netflix &amp; Co. im Umlauf",https://www.mimikama.org/fake-jobangebote-adidas-netflix-fifa/,www.mimikama.org,"Fake-Jobangebote von Adidas, Netflix &amp; Co. im Umlauf",0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:02.603146
[DEBUNKED] WhatsApp-Benutzernamen: Wie groß ist die Betrugsgefahr?,https://www.mimikama.org/whatsapp-benutzernamen-betrugsgefahr/,www.mimikama.org,WhatsApp-Benutzernamen: Wie groß ist die Betrugsgefahr?,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:02.825512
Öffentliche Instagram-Inhalte können laut Meta auch für KI-Funktionen wiederverwendet werden,https://www.mimikama.org/meta-muse-instagram-bilder-ungefragt-genutzt/,www.mimikama.org,Meta Muse: Können Instagram-Bilder ungefragt genutzt werden?,0,LOW,False,,,factcheck,2026-07-10T09:38:03.105629
Meta bestätigt den Instagram-Bezug In der offiziellen Meldung vom 7,https://www.mimikama.org/meta-muse-instagram-bilder-ungefragt-genutzt/,www.mimikama.org,Meta Muse: Können Instagram-Bilder ungefragt genutzt werden?,0,LOW,False,,,factcheck,2026-07-10T09:38:03.305907
Das bestätigt den Kern der Verunsicherung: Öffentliche Instagram-Konten können offenbar per @-Mention in KI-Bildfunktionen einbezogen werden,https://www.mimikama.org/meta-muse-instagram-bilder-ungefragt-genutzt/,www.mimikama.org,Meta Muse: Können Instagram-Bilder ungefragt genutzt werden?,0,LOW,False,,,factcheck,2026-07-10T09:38:03.504392
[DEBUNKED] Faktencheck: Kokainpakete mit Selenskyj-Foto? Fake News entlarvt!,https://www.mimikama.org/kokainpakete-mit-selenskyjs-foto-vom-rumaenischen-zoll-abgefangen/,www.mimikama.org,Faktencheck: Kokainpakete mit Selenskyj-Foto? Fake News entlarvt!,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:03.578863
[DEBUNKED] Vorsicht: Hitzewelle vergleicht Sommer 1947 mit heutigen Warnungen!,https://www.mimikama.org/hitzewelle-in-deutschland-sommer-1947-warnungen/,www.mimikama.org,Vorsicht: Hitzewelle vergleicht Sommer 1947 mit heutigen Warnungen!,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:03.644052
[DEBUNKED] Faktencheck: Drogen in Berlins Briefkästen? Polizei warnt Eltern!,https://www.mimikama.org/drogen-in-berlins-briefkaesten-ja-polizei-warnt/,www.mimikama.org,Faktencheck: Drogen in Berlins Briefkästen? Polizei warnt Eltern!,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:03.874133
[DEBUNKED] Vergewaltigungszahlen in Europa: Grafik führt in die Irre,https://www.mimikama.org/vergewaltigungszahlen-europa-video-irrefuehrend/,www.mimikama.org,Vergewaltigungszahlen in Europa: Grafik führt in die Irre,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:04.096661
[DEBUNKED] Steuergelder für ukrainische Luxusimmobilien in Bulgarien?,https://www.mimikama.org/steuergeld-ukrainische-luxusimmobilien-bulgarien/,www.mimikama.org,Steuergelder für ukrainische Luxusimmobilien in Bulgarien?,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:04.322108
[DEBUNKED] Bargeld in Schweden: Neues Gesetz gegen politische Falschbehauptungen,https://www.mimikama.org/bargeld-schweden-neues-gesetz-falsche-behauptung/,www.mimikama.org,Bargeld in Schweden: Neues Gesetz gegen politische Falschbehauptungen,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:04.384725
[DEBUNKED] Sind Griechen wohlhabender als Deutsche?,https://www.mimikama.org/sind-griechen-wohlhabender-als-deutsche/,www.mimikama.org,Sind Griechen wohlhabender als Deutsche?,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:04.683647
[DEBUNKED] KI-Bild nach Erdbeben in Venezuela: Hund schützt kein Baby – Fake!,https://www.mimikama.org/ki-bild-nach-erdbeben-in-venezuela-hund-baby/,www.mimikama.org,KI-Bild nach Erdbeben in Venezuela: Hund schützt kein Baby – Fake!,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-07-10T09:38:04.913219
"[DEBUNKED] Image allegedly shows young Mamdani with Epstein, Maxwell, Clinton, Gates and Bezos. Don't be fooled | Snopes.com",https://www.snopes.com/fact-check/image-clinton-gates-epstein-mamdani/,www.snopes.com,"Image allegedly shows young Mamdani with Epstein, Maxwell, Clinton, Gates and Bezos. Don't be fooled",0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:05.136497
"[DEBUNKED] Unpacking allegations Trump-backed Freedom 250 misled donors, committed wire fraud | Snopes.com",https://www.snopes.com/news/2026/07/09/trump-freedom-250-donors/,www.snopes.com,"Unpacking allegations Trump-backed Freedom 250 misled donors, committed wire fraud | Snopes.com",0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:05.307020
[DEBUNKED] 19 Mitch McConnell rumors we've investigated | Snopes.com,https://www.snopes.com/collections/mitch-mcconnell-rumors/,www.snopes.com,19 Mitch McConnell rumors we've investigated | Snopes.com,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:05.460564
"[DEBUNKED] Trump-endorsed 'Freedom Fuel' gas stations exist, despite AI image he shared | Snopes.com",https://www.snopes.com/fact-check/trump-freedom-fuel-gas-stations/,www.snopes.com,"Trump-endorsed 'Freedom Fuel' gas stations exist, despite AI image he shared | Snopes.com",0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:05.687464
"[DEBUNKED] Did Trump say ICE facilities should be used to detain communists, Democrats? | Snopes.com",https://www.snopes.com/fact-check/trump-ice-communists-democrats/,www.snopes.com,"Did Trump say ICE facilities should be used to detain communists, Democrats? | Snopes.com",0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:05.766909
[DEBUNKED] Does video show drone light show honoring Cristiano Ronaldo? | Snopes.com,https://www.snopes.com/fact-check/ronaldo-drone-light/,www.snopes.com,Does video show drone light show honoring Cristiano Ronaldo? | Snopes.com,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:05.849522
[DEBUNKED] Fake Mitch McConnell hospital image spreads as questions surround his health | Snopes.com,https://www.snopes.com/fact-check/mitch-mcconnell-hospital-image/,www.snopes.com,Fake Mitch McConnell hospital image spreads as questions surround his health | Snopes.com,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:05.926610
[DEBUNKED] Is Mitch McConnell dead? What we know about his health | Snopes.com,https://www.snopes.com/news/2026/06/30/mitch-mcconnell-death-rumor/,www.snopes.com,Is Mitch McConnell dead? What we know about his health | Snopes.com,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.snopes.com,factcheck,2026-07-10T09:38:06.078948
[DEBUNKED] PolitiFact | What Trump’s communism claims miss about Democrats and democratic socialists,http://www.politifact.com/article/2026/jul/09/Trump-communist-democratic-socialist-Chevalier/,www.politifact.com,PolitiFact | What Trump’s communism claims miss about Democrats and democratic socialists,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.politifact.com,factcheck,2026-07-10T09:38:06.148020
Credible estimates show that two-thirds to 80% of his total 2025 income gains came from non-stock sources,http://www.politifact.com/factchecks/2026/jul/07/donald-trump/disclosure-crypto-stocks-wealth/,www.politifact.com,"PolitiFact | Trump says stock market drove his 2025 income gains, but the majority came from crypto",0,LOW,False,,,factcheck,2026-07-10T09:38:06.639693
"[DEBUNKED] PolitiFact | Ohio’s GOP governor said it’s ‘absurd’ to call Haiti safe, experts agree",http://www.politifact.com/article/2026/jun/29/Supreme-Court-TPS-Haitians-safe-Markwayne-Mullin/,www.politifact.com,"PolitiFact | Ohio’s GOP governor said it’s ‘absurd’ to call Haiti safe, experts agree",0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.politifact.com,factcheck,2026-07-10T09:38:07.248771
[DEBUNKED] PolitiFact | Fact-checking 5 videos that falsely depict scenes from Venezuela’s earthquakes,http://www.politifact.com/article/2026/jun/29/Venezuela-earthquakes-old-videos-photos/,www.politifact.com,PolitiFact | Fact-checking 5 videos that falsely depict scenes from Venezuela’s earthquakes,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.politifact.com,factcheck,2026-07-10T09:38:07.350275
[DEBUNKED] Convicted child murderer Jamie Varley hasn’t been stabbed in prison – Full Fact,https://fullfact.org/crime/jamie-varley-prison-stabbed-false-claim/,fullfact.org,Convicted child murderer Jamie Varley hasn’t been stabbed in prison – Full Fact,0.9,HIGH,True,FALSE - Debunked by fact-checkers,fullfact.org,factcheck,2026-07-10T09:38:08.732809
[DEBUNKED] Twin Venezuelan earthquakes not caused by HAARP – Full Fact,https://fullfact.org/environment/venezuela-earthquake-haarp-false/,fullfact.org,Twin Venezuelan earthquakes not caused by HAARP – Full Fact,0.9,HIGH,True,FALSE - Debunked by fact-checkers,fullfact.org,factcheck,2026-07-10T09:38:11.725529
